FA1,GGBS,SF,MK,FA2,CA,Molarity,NaOH,Na2SiO3,Water,F_V (vol%),F_D,F_L,F_M,days,Tem,Com
375.0,375.0,0.0,0.0,1400.0,0.0,12.0,112.5,225.0,75.0,1.0,0.2,13.0,250.0,28.0,80,48.44
300.0,450.0,0.0,0.0,1400.0,0.0,12.0,112.5,225.0,75.0,0.0,0.0,0.0,0.0,28.0,80,36.63
300.0,450.0,0.0,0.0,1400.0,0.0,12.0,112.5,225.0,75.0,1.0,0.2,13.0,250.0,28.0,80,42.86
225.0,525.0,0.0,0.0,1400.0,0.0,12.0,112.5,225.0,75.0,0.0,0.0,0.0,0.0,28.0,80,34.69
225.0,525.0,0.0,0.0,1400.0,0.0,12.0,112.5,225.0,75.0,1.0,0.2,13.0,250.0,28.0,80,41.72
375.0,375.0,0.0,0.0,1400.0,0.0,12.0,112.5,225.0,75.0,0.0,0.0,0.0,0.0,28.0,160,48.25
375.0,375.0,0.0,0.0,1400.0,0.0,12.0,112.5,225.0,75.0,1.0,0.2,13.0,250.0,28.0,160,53.31
300.0,450.0,0.0,0.0,1400.0,0.0,12.0,112.5,225.0,75.0,0.0,0.0,0.0,0.0,28.0,160,43.48
300.0,450.0,0.0,0.0,1400.0,0.0,12.0,112.5,225.0,75.0,1.0,0.2,13.0,250.0,28.0,160,46.87
225.0,525.0,0.0,0.0,1400.0,0.0,12.0,112.5,225.0,75.0,0.0,0.0,0.0,0.0,28.0,160,39.45
225.0,525.0,0.0,0.0,1400.0,0.0,12.0,112.5,225.0,75.0,1.0,0.2,13.0,250.0,28.0,160,43.52
375.0,375.0,0.0,0.0,1400.0,0.0,12.0,112.5,225.0,75.0,0.0,0.0,0.0,0.0,28.0,240,54.42
375.0,375.0,0.0,0.0,1400.0,0.0,12.0,112.5,225.0,75.0,1.0,0.2,13.0,250.0,28.0,240,62.23
300.0,450.0,0.0,0.0,1400.0,0.0,12.0,112.5,225.0,75.0,0.0,0.0,0.0,0.0,28.0,240,45.12
300.0,450.0,0.0,0.0,1400.0,0.0,12.0,112.5,225.0,75.0,1.0,0.2,13.0,250.0,28.0,240,48.31
225.0,525.0,0.0,0.0,1400.0,0.0,12.0,112.5,225.0,75.0,0.0,0.0,0.0,0.0,28.0,240,41.5
225.0,525.0,0.0,0.0,1400.0,0.0,12.0,112.5,225.0,75.0,1.0,0.2,13.0,250.0,28.0,240,44.32
0.0,0.0,0.0,450.0,675.0,0.0,14.0,94.9,590.4,0.0,1.5,0.2,15.0,200.0,1.0,20,43.0
0.0,0.0,0.0,450.0,675.0,0.0,14.0,94.9,590.4,0.0,1.5,0.2,15.0,200.0,3.0,20,59.0
0.0,0.0,0.0,450.0,675.0,0.0,14.0,94.9,590.4,0.0,1.5,0.2,15.0,200.0,7.0,20,63.0
0.0,0.0,0.0,450.0,675.0,0.0,14.0,94.9,590.4,0.0,1.5,0.2,15.0,200.0,1.0,60,60.0
0.0,0.0,0.0,450.0,675.0,0.0,14.0,94.9,590.4,0.0,1.5,0.2,15.0,200.0,3.0,60,70.5
0.0,0.0,0.0,450.0,675.0,0.0,14.0,94.9,590.4,0.0,1.5,0.2,15.0,200.0,7.0,60,76.5
0.0,0.0,0.0,450.0,675.0,0.0,14.0,94.9,590.4,0.0,1.5,0.2,15.0,200.0,1.0,90,79.0
0.0,0.0,0.0,450.0,675.0,0.0,14.0,94.9,590.4,0.0,1.5,0.2,15.0,200.0,3.0,90,84.0
0.0,0.0,0.0,450.0,675.0,0.0,14.0,94.9,590.4,0.0,1.5,0.2,15.0,200.0,7.0,90,63.0
0.0,46.24,11.56,17.34,0.0,0.0,14.0,2.08,9.48,13.29,2.0,0.24,12.0,110.0,28.0,20,68.0
250.0,250.0,0.0,0.0,1500.0,0.0,14.0,140.0,210.0,15.0,0.0,0.0,0.0,0.0,7.0,20,47.7
240.0,240.0,0.0,360.0,1080.0,0.0,14.0,134.4,201.6,36.0,0.0,0.0,0.0,0.0,7.0,20,40.4
240.0,240.0,0.0,360.0,1080.0,0.0,14.0,134.4,201.6,36.0,0.5,0.2,12.5,210.0,7.0,20,35.9
240.0,240.0,0.0,360.0,1080.0,0.0,14.0,134.4,201.6,36.0,1.0,0.2,12.5,210.0,7.0,20,35.1
240.0,240.0,0.0,720.0,720.0,0.0,14.0,134.4,201.6,57.6,0.0,0.0,0.0,0.0,7.0,20,37.3
240.0,240.0,0.0,720.0,720.0,0.0,14.0,134.4,201.6,57.6,0.5,0.2,12.5,210.0,7.0,20,30.7
240.0,240.0,0.0,720.0,720.0,0.0,14.0,134.4,201.6,57.6,1.0,0.2,12.5,210.0,7.0,20,32.0
240.0,240.0,0.0,1080.0,360.0,0.0,14.0,134.4,201.6,79.2,0.0,0.0,0.0,0.0,7.0,20,30.4
240.0,240.0,0.0,1080.0,360.0,0.0,14.0,134.4,201.6,79.2,0.5,0.2,12.5,210.0,7.0,20,22.1
240.0,240.0,0.0,1080.0,360.0,0.0,14.0,134.4,201.6,79.2,1.0,0.2,12.5,210.0,7.0,20,25.4
230.0,230.0,0.0,1380.0,0.0,0.0,14.0,128.8,193.2,96.6,0.0,0.0,0.0,0.0,7.0,20,25.1
230.0,230.0,0.0,1380.0,0.0,0.0,14.0,128.8,193.2,96.6,0.5,0.2,12.5,210.0,7.0,20,21.7
230.0,230.0,0.0,1380.0,0.0,0.0,14.0,128.8,193.2,96.6,1.0,0.2,12.5,210.0,7.0,20,20.5
250.0,250.0,0.0,0.0,1500.0,0.0,14.0,140.0,210.0,15.0,0.0,0.0,0.0,0.0,14.0,20,57.0
240.0,240.0,0.0,360.0,1080.0,0.0,14.0,134.4,201.6,36.0,0.0,0.0,0.0,0.0,14.0,20,42.5
240.0,240.0,0.0,360.0,1080.0,0.0,14.0,134.4,201.6,36.0,0.5,0.2,12.5,210.0,14.0,20,41.8
240.0,240.0,0.0,360.0,1080.0,0.0,14.0,134.4,201.6,36.0,1.0,0.2,12.5,210.0,14.0,20,39.8
240.0,240.0,0.0,720.0,720.0,0.0,14.0,134.4,201.6,57.6,0.0,0.0,0.0,0.0,14.0,20,42.0
240.0,240.0,0.0,720.0,720.0,0.0,14.0,134.4,201.6,57.6,0.5,0.2,12.5,210.0,14.0,20,34.5
240.0,240.0,0.0,720.0,720.0,0.0,14.0,134.4,201.6,57.6,1.0,0.2,12.5,210.0,14.0,20,33.2
240.0,240.0,0.0,1080.0,360.0,0.0,14.0,134.4,201.6,79.2,0.0,0.0,0.0,0.0,14.0,20,33.8
240.0,240.0,0.0,1080.0,360.0,0.0,14.0,134.4,201.6,79.2,0.5,0.2,12.5,210.0,14.0,20,22.6
240.0,240.0,0.0,1080.0,360.0,0.0,14.0,134.4,201.6,79.2,1.0,0.2,12.5,210.0,14.0,20,27.7
230.0,230.0,0.0,1380.0,0.0,0.0,14.0,128.8,193.2,96.6,0.0,0.0,0.0,0.0,14.0,20,26.3
230.0,230.0,0.0,1380.0,0.0,0.0,14.0,128.8,193.2,96.6,0.5,0.2,12.5,210.0,14.0,20,23.5
230.0,230.0,0.0,1380.0,0.0,0.0,14.0,128.8,193.2,96.6,1.0,0.2,12.5,210.0,14.0,20,22.2
250.0,250.0,0.0,0.0,1500.0,0.0,14.0,140.0,210.0,15.0,0.0,0.0,0.0,0.0,28.0,20,64.5
240.0,240.0,0.0,360.0,1080.0,0.0,14.0,134.4,201.6,36.0,0.0,0.0,0.0,0.0,28.0,20,52.6
240.0,240.0,0.0,360.0,1080.0,0.0,14.0,134.4,201.6,36.0,0.5,0.2,12.5,210.0,28.0,20,42.0
240.0,240.0,0.0,360.0,1080.0,0.0,14.0,134.4,201.6,36.0,1.0,0.2,12.5,210.0,28.0,20,40.6
240.0,240.0,0.0,720.0,720.0,0.0,14.0,134.4,201.6,57.6,0.0,0.0,0.0,0.0,28.0,20,43.7
240.0,240.0,0.0,720.0,720.0,0.0,14.0,134.4,201.6,57.6,0.5,0.2,12.5,210.0,28.0,20,35.1
240.0,240.0,0.0,720.0,720.0,0.0,14.0,134.4,201.6,57.6,1.0,0.2,12.5,210.0,28.0,20,33.3
240.0,240.0,0.0,1080.0,360.0,0.0,14.0,134.4,201.6,79.2,0.0,0.0,0.0,0.0,28.0,20,34.7
240.0,240.0,0.0,1080.0,360.0,0.0,14.0,134.4,201.6,79.2,0.5,0.2,12.5,210.0,28.0,20,23.0
240.0,240.0,0.0,1080.0,360.0,0.0,14.0,134.4,201.6,79.2,1.0,0.2,12.5,210.0,28.0,20,28.1
230.0,230.0,0.0,1380.0,0.0,0.0,14.0,128.8,193.2,96.6,0.0,0.0,0.0,0.0,28.0,20,27.5
230.0,230.0,0.0,1380.0,0.0,0.0,14.0,128.8,193.2,96.6,0.5,0.2,12.5,210.0,28.0,20,24.0
230.0,230.0,0.0,1380.0,0.0,0.0,14.0,128.8,193.2,96.6,1.0,0.2,12.5,210.0,28.0,20,22.3
0.0,500.0,0.0,1500.0,0.0,0.0,12.0,114.3,285.7,20.0,0.0,0.0,0.0,0.0,1.0,20,10.34
0.0,500.0,0.0,1500.0,0.0,0.0,12.0,114.3,285.7,50.0,0.0,0.0,0.0,0.0,1.0,20,8.08
0.0,500.0,0.0,1500.0,0.0,0.0,12.0,114.3,285.7,50.0,1.0,0.039,12.0,41.0,28.0,20,17.23
0.0,500.0,0.0,1500.0,0.0,0.0,12.0,114.3,285.7,20.0,0.0,0.0,0.0,0.0,3.0,20,15.19
0.0,500.0,0.0,1500.0,0.0,0.0,12.0,114.3,285.7,20.0,0.0,0.0,0.0,0.0,7.0,20,17.14
0.0,500.0,0.0,1500.0,0.0,0.0,12.0,114.3,285.7,20.0,0.0,0.0,0.0,0.0,28.0,20,29.63
340.0,60.0,0.0,605.5,1122.3,0.0,14.0,57.14,142.86,0.0,0.0,0.0,0.0,0.0,28.0,20,49.7
340.0,60.0,0.0,605.5,1122.3,0.0,14.0,68.57,171.43,0.0,0.0,0.0,0.0,0.0,28.0,20,45.0
340.0,60.0,0.0,605.5,1122.3,0.0,14.0,68.57,171.43,0.0,1.0,1.0,47.0,4.0,28.0,20,36.6
340.0,60.0,0.0,605.5,1122.3,0.0,14.0,68.57,171.43,0.0,1.0,0.55,41.0,3.0,28.0,20,43.1
340.0,60.0,0.0,605.5,1122.3,0.0,14.0,68.57,171.43,0.0,1.0,1.0,47.0,4.0,28.0,20,41.8
340.0,60.0,0.0,605.5,1122.3,0.0,14.0,68.57,171.43,0.0,1.0,0.55,35.0,210.0,28.0,20,46.8
432.0,108.0,0.0,0.0,1350.0,0.0,12.0,86.0,214.0,0.0,0.0,0.0,0.0,0.0,7.0,20,26.0
432.0,108.0,0.0,0.0,1693.0,0.0,12.0,86.0,214.0,0.0,0.0,0.0,0.0,0.0,7.0,20,28.0
432.0,108.0,0.0,0.0,1278.0,0.0,12.0,86.0,214.0,0.0,0.0,0.0,0.0,0.0,7.0,20,32.0
260.0,260.0,0.0,0.0,1350.0,0.0,12.0,111.0,277.0,0.0,0.0,0.0,0.0,0.0,7.0,20,49.5
260.0,260.0,0.0,0.0,1693.0,0.0,12.0,111.0,277.0,0.0,0.0,0.0,0.0,0.0,7.0,20,48.0
260.0,260.0,0.0,0.0,1278.0,0.0,12.0,111.0,277.0,0.0,0.0,0.0,0.0,0.0,7.0,20,55.0
432.0,108.0,0.0,0.0,1350.0,0.0,12.0,86.0,214.0,0.0,1.0,0.03,2.0,5.0,7.0,20,29.0
432.0,108.0,0.0,0.0,1693.0,0.0,12.0,86.0,214.0,0.0,1.0,0.03,2.0,5.0,7.0,20,28.0
432.0,108.0,0.0,0.0,1278.0,0.0,12.0,86.0,214.0,0.0,1.0,0.03,2.0,5.0,7.0,20,30.0
260.0,260.0,0.0,0.0,1350.0,0.0,12.0,111.0,277.0,0.0,1.0,0.03,2.0,5.0,7.0,20,50.0
260.0,260.0,0.0,0.0,1693.0,0.0,12.0,111.0,277.0,0.0,1.0,0.03,2.0,5.0,7.0,20,43.0
260.0,260.0,0.0,0.0,1278.0,0.0,12.0,111.0,277.0,0.0,1.0,0.03,2.0,5.0,7.0,20,53.0
432.0,108.0,0.0,0.0,1350.0,0.0,12.0,86.0,214.0,0.0,1.0,0.02,2.0,40.0,7.0,20,31.0
432.0,108.0,0.0,0.0,1693.0,0.0,12.0,86.0,214.0,0.0,1.0,0.02,2.0,40.0,7.0,20,32.0
432.0,108.0,0.0,0.0,1278.0,0.0,12.0,86.0,214.0,0.0,1.0,0.02,2.0,40.0,7.0,20,34.0
260.0,260.0,0.0,0.0,1350.0,0.0,12.0,111.0,277.0,0.0,1.0,0.02,2.0,40.0,7.0,20,54.0
260.0,260.0,0.0,0.0,1693.0,0.0,12.0,111.0,277.0,0.0,1.0,0.02,2.0,40.0,7.0,20,52.0
260.0,260.0,0.0,0.0,1278.0,0.0,12.0,111.0,277.0,0.0,1.0,0.02,2.0,40.0,7.0,20,58.0
432.0,108.0,0.0,0.0,1350.0,0.0,12.0,86.0,214.0,0.0,1.0,0.15,2.0,20.0,7.0,20,28.0
432.0,108.0,0.0,0.0,1693.0,0.0,12.0,86.0,214.0,0.0,1.0,0.15,2.0,20.0,7.0,20,28.0
432.0,108.0,0.0,0.0,1278.0,0.0,12.0,86.0,214.0,0.0,1.0,0.15,2.0,20.0,7.0,20,31.0
260.0,260.0,0.0,0.0,1350.0,0.0,12.0,111.0,277.0,0.0,1.0,0.15,2.0,20.0,7.0,20,52.0
260.0,260.0,0.0,0.0,1693.0,0.0,12.0,111.0,277.0,0.0,1.0,0.15,2.0,20.0,7.0,20,48.0
260.0,260.0,0.0,0.0,1278.0,0.0,12.0,111.0,277.0,0.0,1.0,0.15,2.0,20.0,7.0,20,52.0
432.0,108.0,0.0,0.0,1350.0,0.0,12.0,86.0,214.0,0.0,1.0,0.03,2.0,35.0,7.0,20,26.0
432.0,108.0,0.0,0.0,1693.0,0.0,12.0,86.0,214.0,0.0,1.0,0.03,2.0,35.0,7.0,20,28.0
432.0,108.0,0.0,0.0,1278.0,0.0,12.0,86.0,214.0,0.0,1.0,0.03,2.0,35.0,7.0,20,33.0
260.0,260.0,0.0,0.0,1350.0,0.0,12.0,111.0,277.0,0.0,1.0,0.03,2.0,35.0,7.0,20,53.0
260.0,260.0,0.0,0.0,1693.0,0.0,12.0,111.0,277.0,0.0,1.0,0.03,2.0,35.0,7.0,20,50.0
260.0,260.0,0.0,0.0,1278.0,0.0,12.0,111.0,277.0,0.0,1.0,0.03,2.0,35.0,7.0,20,55.0
432.0,108.0,0.0,0.0,1350.0,0.0,12.0,86.0,214.0,0.0,1.0,0.12,2.0,15.0,7.0,20,26.0
432.0,108.0,0.0,0.0,1693.0,0.0,12.0,86.0,214.0,0.0,1.0,0.12,2.0,15.0,7.0,20,27.0
432.0,108.0,0.0,0.0,1278.0,0.0,12.0,86.0,214.0,0.0,1.0,0.12,2.0,15.0,7.0,20,31.0
260.0,260.0,0.0,0.0,1350.0,0.0,12.0,111.0,277.0,0.0,1.0,0.12,2.0,15.0,7.0,20,50.0
260.0,260.0,0.0,0.0,1693.0,0.0,12.0,111.0,277.0,0.0,1.0,0.12,2.0,15.0,7.0,20,48.0
260.0,260.0,0.0,0.0,1278.0,0.0,12.0,111.0,277.0,0.0,1.0,0.12,2.0,15.0,7.0,20,54.0
432.0,108.0,0.0,0.0,1350.0,0.0,12.0,86.0,214.0,0.0,1.0,0.03,2.0,20.0,7.0,20,26.0
432.0,108.0,0.0,0.0,1693.0,0.0,12.0,86.0,214.0,0.0,1.0,0.03,2.0,20.0,7.0,20,28.0
432.0,108.0,0.0,0.0,1278.0,0.0,12.0,86.0,214.0,0.0,1.0,0.03,2.0,20.0,7.0,20,33.0
260.0,260.0,0.0,0.0,1350.0,0.0,12.0,111.0,277.0,0.0,1.0,0.03,2.0,20.0,7.0,20,53.0
260.0,260.0,0.0,0.0,1693.0,0.0,12.0,111.0,277.0,0.0,1.0,0.03,2.0,20.0,7.0,20,51.5
260.0,260.0,0.0,0.0,1278.0,0.0,12.0,111.0,277.0,0.0,1.0,0.03,2.0,20.0,7.0,20,55.5
432.0,108.0,0.0,0.0,1350.0,0.0,12.0,86.0,214.0,0.0,2.0,0.02,2.0,40.0,7.0,20,28.5
432.0,108.0,0.0,0.0,1693.0,0.0,12.0,86.0,214.0,0.0,2.0,0.02,2.0,40.0,7.0,20,31.5
432.0,108.0,0.0,0.0,1278.0,0.0,12.0,86.0,214.0,0.0,2.0,0.02,2.0,40.0,7.0,20,23.0
260.0,260.0,0.0,0.0,1350.0,0.0,12.0,111.0,277.0,0.0,2.0,0.02,2.0,40.0,7.0,20,52.0
260.0,260.0,0.0,0.0,1693.0,0.0,12.0,111.0,277.0,0.0,2.0,0.02,2.0,40.0,7.0,20,51.0
260.0,260.0,0.0,0.0,1278.0,0.0,12.0,111.0,277.0,0.0,2.0,0.02,2.0,40.0,7.0,20,45.0
432.0,108.0,0.0,0.0,1350.0,0.0,12.0,86.0,214.0,0.0,0.0,0.0,0.0,0.0,14.0,20,32.5
432.0,108.0,0.0,0.0,1693.0,0.0,12.0,86.0,214.0,0.0,0.0,0.0,0.0,0.0,14.0,20,37.0
432.0,108.0,0.0,0.0,1278.0,0.0,12.0,86.0,214.0,0.0,0.0,0.0,0.0,0.0,14.0,20,40.5
260.0,260.0,0.0,0.0,1350.0,0.0,12.0,111.0,277.0,0.0,0.0,0.0,0.0,0.0,14.0,20,59.0
260.0,260.0,0.0,0.0,1693.0,0.0,12.0,111.0,277.0,0.0,0.0,0.0,0.0,0.0,14.0,20,59.0
260.0,260.0,0.0,0.0,1278.0,0.0,12.0,111.0,277.0,0.0,0.0,0.0,0.0,0.0,14.0,20,65.0
432.0,108.0,0.0,0.0,1350.0,0.0,12.0,86.0,214.0,0.0,1.0,0.03,2.0,5.0,14.0,20,36.5
432.0,108.0,0.0,0.0,1693.0,0.0,12.0,86.0,214.0,0.0,1.0,0.03,2.0,5.0,14.0,20,35.0
432.0,108.0,0.0,0.0,1278.0,0.0,12.0,86.0,214.0,0.0,1.0,0.03,2.0,5.0,14.0,20,37.0
260.0,260.0,0.0,0.0,1350.0,0.0,12.0,111.0,277.0,0.0,1.0,0.03,2.0,5.0,14.0,20,61.5
260.0,260.0,0.0,0.0,1693.0,0.0,12.0,111.0,277.0,0.0,1.0,0.03,2.0,5.0,14.0,20,58.0
260.0,260.0,0.0,0.0,1278.0,0.0,12.0,111.0,277.0,0.0,1.0,0.03,2.0,5.0,14.0,20,62.0
432.0,108.0,0.0,0.0,1350.0,0.0,12.0,86.0,214.0,0.0,1.0,0.02,2.0,40.0,14.0,20,37.0
432.0,108.0,0.0,0.0,1693.0,0.0,12.0,86.0,214.0,0.0,1.0,0.02,2.0,40.0,14.0,20,38.0
432.0,108.0,0.0,0.0,1278.0,0.0,12.0,86.0,214.0,0.0,1.0,0.02,2.0,40.0,14.0,20,42.5
260.0,260.0,0.0,0.0,1350.0,0.0,12.0,111.0,277.0,0.0,1.0,0.02,2.0,40.0,14.0,20,62.0
260.0,260.0,0.0,0.0,1693.0,0.0,12.0,111.0,277.0,0.0,1.0,0.02,2.0,40.0,14.0,20,62.5
260.0,260.0,0.0,0.0,1278.0,0.0,12.0,111.0,277.0,0.0,1.0,0.02,2.0,40.0,14.0,20,68.0
432.0,108.0,0.0,0.0,1350.0,0.0,12.0,86.0,214.0,0.0,1.0,0.15,2.0,20.0,14.0,20,36.5
432.0,108.0,0.0,0.0,1693.0,0.0,12.0,86.0,214.0,0.0,1.0,0.15,2.0,20.0,14.0,20,35.0
432.0,108.0,0.0,0.0,1278.0,0.0,12.0,86.0,214.0,0.0,1.0,0.15,2.0,20.0,14.0,20,37.0
260.0,260.0,0.0,0.0,1350.0,0.0,12.0,111.0,277.0,0.0,1.0,0.15,2.0,20.0,14.0,20,62.0
260.0,260.0,0.0,0.0,1693.0,0.0,12.0,111.0,277.0,0.0,1.0,0.15,2.0,20.0,14.0,20,59.0
260.0,260.0,0.0,0.0,1278.0,0.0,12.0,111.0,277.0,0.0,1.0,0.15,2.0,20.0,14.0,20,62.5
432.0,108.0,0.0,0.0,1350.0,0.0,12.0,86.0,214.0,0.0,1.0,0.03,2.0,35.0,14.0,20,35.0
432.0,108.0,0.0,0.0,1693.0,0.0,12.0,86.0,214.0,0.0,1.0,0.03,2.0,35.0,14.0,20,36.5
432.0,108.0,0.0,0.0,1278.0,0.0,12.0,86.0,214.0,0.0,1.0,0.03,2.0,35.0,14.0,20,41.0
260.0,260.0,0.0,0.0,1350.0,0.0,12.0,111.0,277.0,0.0,1.0,0.03,2.0,35.0,14.0,20,60.5
260.0,260.0,0.0,0.0,1693.0,0.0,12.0,111.0,277.0,0.0,1.0,0.03,2.0,35.0,14.0,20,61.0
260.0,260.0,0.0,0.0,1278.0,0.0,12.0,111.0,277.0,0.0,1.0,0.03,2.0,35.0,14.0,20,65.0
432.0,108.0,0.0,0.0,1350.0,0.0,12.0,86.0,214.0,0.0,1.0,0.12,2.0,15.0,14.0,20,33.0
432.0,108.0,0.0,0.0,1693.0,0.0,12.0,86.0,214.0,0.0,1.0,0.12,2.0,15.0,14.0,20,36.0
432.0,108.0,0.0,0.0,1278.0,0.0,12.0,86.0,214.0,0.0,1.0,0.12,2.0,15.0,14.0,20,39.0
260.0,260.0,0.0,0.0,1350.0,0.0,12.0,111.0,277.0,0.0,1.0,0.12,2.0,15.0,14.0,20,59.0
260.0,260.0,0.0,0.0,1693.0,0.0,12.0,111.0,277.0,0.0,1.0,0.12,2.0,15.0,14.0,20,59.0
260.0,260.0,0.0,0.0,1278.0,0.0,12.0,111.0,277.0,0.0,1.0,0.12,2.0,15.0,14.0,20,63.0
432.0,108.0,0.0,0.0,1350.0,0.0,12.0,86.0,214.0,0.0,1.0,0.03,2.0,20.0,14.0,20,34.0
432.0,108.0,0.0,0.0,1693.0,0.0,12.0,86.0,214.0,0.0,1.0,0.03,2.0,20.0,14.0,20,37.0
432.0,108.0,0.0,0.0,1278.0,0.0,12.0,86.0,214.0,0.0,1.0,0.03,2.0,20.0,14.0,20,41.0
260.0,260.0,0.0,0.0,1350.0,0.0,12.0,111.0,277.0,0.0,1.0,0.03,2.0,20.0,14.0,20,62.0
260.0,260.0,0.0,0.0,1693.0,0.0,12.0,111.0,277.0,0.0,1.0,0.03,2.0,20.0,14.0,20,62.0
260.0,260.0,0.0,0.0,1278.0,0.0,12.0,111.0,277.0,0.0,1.0,0.03,2.0,20.0,14.0,20,63.5
432.0,108.0,0.0,0.0,1350.0,0.0,12.0,86.0,214.0,0.0,2.0,0.02,2.0,40.0,14.0,20,35.5
432.0,108.0,0.0,0.0,1693.0,0.0,12.0,86.0,214.0,0.0,2.0,0.02,2.0,40.0,14.0,20,37.0
432.0,108.0,0.0,0.0,1278.0,0.0,12.0,86.0,214.0,0.0,2.0,0.02,2.0,40.0,14.0,20,31.5
260.0,260.0,0.0,0.0,1350.0,0.0,12.0,111.0,277.0,0.0,2.0,0.02,2.0,40.0,14.0,20,62.0
260.0,260.0,0.0,0.0,1693.0,0.0,12.0,111.0,277.0,0.0,2.0,0.02,2.0,40.0,14.0,20,62.0
260.0,260.0,0.0,0.0,1278.0,0.0,12.0,111.0,277.0,0.0,2.0,0.02,2.0,40.0,14.0,20,53.0
432.0,108.0,0.0,0.0,1350.0,0.0,12.0,86.0,214.0,0.0,0.0,0.0,0.0,0.0,28.0,20,37.5
432.0,108.0,0.0,0.0,1693.0,0.0,12.0,86.0,214.0,0.0,0.0,0.0,0.0,0.0,28.0,20,42.5
432.0,108.0,0.0,0.0,1278.0,0.0,12.0,86.0,214.0,0.0,0.0,0.0,0.0,0.0,28.0,20,46.0
260.0,260.0,0.0,0.0,1350.0,0.0,12.0,111.0,277.0,0.0,0.0,0.0,0.0,0.0,28.0,20,63.0
260.0,260.0,0.0,0.0,1693.0,0.0,12.0,111.0,277.0,0.0,0.0,0.0,0.0,0.0,28.0,20,64.0
260.0,260.0,0.0,0.0,1278.0,0.0,12.0,111.0,277.0,0.0,0.0,0.0,0.0,0.0,28.0,20,69.0
432.0,108.0,0.0,0.0,1350.0,0.0,12.0,86.0,214.0,0.0,1.0,0.03,2.0,5.0,28.0,20,40.0
432.0,108.0,0.0,0.0,1693.0,0.0,12.0,86.0,214.0,0.0,1.0,0.03,2.0,5.0,28.0,20,39.5
432.0,108.0,0.0,0.0,1278.0,0.0,12.0,86.0,214.0,0.0,1.0,0.03,2.0,5.0,28.0,20,42.0
260.0,260.0,0.0,0.0,1350.0,0.0,12.0,111.0,277.0,0.0,1.0,0.03,2.0,5.0,28.0,20,64.0
260.0,260.0,0.0,0.0,1693.0,0.0,12.0,111.0,277.0,0.0,1.0,0.03,2.0,5.0,28.0,20,62.5
260.0,260.0,0.0,0.0,1278.0,0.0,12.0,111.0,277.0,0.0,1.0,0.03,2.0,5.0,28.0,20,65.0
432.0,108.0,0.0,0.0,1350.0,0.0,12.0,86.0,214.0,0.0,1.0,0.02,2.0,40.0,28.0,20,43.0
432.0,108.0,0.0,0.0,1693.0,0.0,12.0,86.0,214.0,0.0,1.0,0.02,2.0,40.0,28.0,20,46.0
432.0,108.0,0.0,0.0,1278.0,0.0,12.0,86.0,214.0,0.0,1.0,0.02,2.0,40.0,28.0,20,49.0
260.0,260.0,0.0,0.0,1350.0,0.0,12.0,111.0,277.0,0.0,1.0,0.02,2.0,40.0,28.0,20,65.0
260.0,260.0,0.0,0.0,1693.0,0.0,12.0,111.0,277.0,0.0,1.0,0.02,2.0,40.0,28.0,20,65.0
260.0,260.0,0.0,0.0,1278.0,0.0,12.0,111.0,277.0,0.0,1.0,0.02,2.0,40.0,28.0,20,72.0
432.0,108.0,0.0,0.0,1350.0,0.0,12.0,86.0,214.0,0.0,1.0,0.15,2.0,20.0,28.0,20,42.0
432.0,108.0,0.0,0.0,1693.0,0.0,12.0,86.0,214.0,0.0,1.0,0.15,2.0,20.0,28.0,20,40.0
432.0,108.0,0.0,0.0,1278.0,0.0,12.0,86.0,214.0,0.0,1.0,0.15,2.0,20.0,28.0,20,43.0
260.0,260.0,0.0,0.0,1350.0,0.0,12.0,111.0,277.0,0.0,1.0,0.15,2.0,20.0,28.0,20,65.0
260.0,260.0,0.0,0.0,1693.0,0.0,12.0,111.0,277.0,0.0,1.0,0.15,2.0,20.0,28.0,20,64.0
260.0,260.0,0.0,0.0,1278.0,0.0,12.0,111.0,277.0,0.0,1.0,0.15,2.0,20.0,28.0,20,65.5
432.0,108.0,0.0,0.0,1350.0,0.0,12.0,86.0,214.0,0.0,1.0,0.03,2.0,35.0,28.0,20,43.0
432.0,108.0,0.0,0.0,1693.0,0.0,12.0,86.0,214.0,0.0,1.0,0.03,2.0,35.0,28.0,20,43.5
432.0,108.0,0.0,0.0,1278.0,0.0,12.0,86.0,214.0,0.0,1.0,0.03,2.0,35.0,28.0,20,47.0
260.0,260.0,0.0,0.0,1350.0,0.0,12.0,111.0,277.0,0.0,1.0,0.03,2.0,35.0,28.0,20,65.0
260.0,260.0,0.0,0.0,1693.0,0.0,12.0,111.0,277.0,0.0,1.0,0.03,2.0,35.0,28.0,20,65.0
260.0,260.0,0.0,0.0,1278.0,0.0,12.0,111.0,277.0,0.0,1.0,0.03,2.0,35.0,28.0,20,70.0
432.0,108.0,0.0,0.0,1350.0,0.0,12.0,86.0,214.0,0.0,1.0,0.12,2.0,15.0,28.0,20,38.0
432.0,108.0,0.0,0.0,1693.0,0.0,12.0,86.0,214.0,0.0,1.0,0.12,2.0,15.0,28.0,20,40.0
432.0,108.0,0.0,0.0,1278.0,0.0,12.0,86.0,214.0,0.0,1.0,0.12,2.0,15.0,28.0,20,44.5
260.0,260.0,0.0,0.0,1350.0,0.0,12.0,111.0,277.0,0.0,1.0,0.12,2.0,15.0,28.0,20,63.0
